qid,context,question,answer,tag
foody_2878,"Ko ngờ lại có một quán cafe lại trang trí đẹp như vậy , nội thất bày biện rất hay , ấm cúng , rất thích hợp cho những buổi hẹn hò của những cặp đôi . Đồ ăn và thức uống thì rất ngon và vừa túi tiền , mình đã tới đây hai lần rồi nhưng vẫn rất muốn tới lần sau nữa . Một điểm cộng ở đây là nhân viên cực kỳ thân thiện . Tóm lại là quán rất tuyệt ! ! !
",Không gian và nội thất ở được khách hàng nhận xét phù hợp với mục đích gì?,những buổi hẹn hò của những cặp đôi,foody
foody_2252,"Lần nào có ai rủ mình đi ăn bánh tráng mình đều dắt bạn bè người thân đến quán để thưởng thức sự đa dạng của bánh tráng nơi đây . Tất cả các món đều 10k , đà lạt , phan rang , tây ninh , trộn , cuốn me ... Nhưng mình hay gọi trộn , đà lạt và cút nướng 12k . Rất ngon và thấm . Bánh làm rất nhanh . Không gian thoáng đãng . Có hôm mình mua về thấy bỏ vào hộp và có đũa , giấy kèm theo rất lịch sự . Chắc chắn quay lại đều đều ❤ ️
",Quán bán các loại bánh tráng nào?,"đà lạt , phan rang , tây ninh , trộn , cuốn me",foody
foody_1719,"Có 1 sự bùn nhẹ là hum mình đến cửa hàng mới mở hàng sau tết nên có một vài món đặc biệt thì lại chưa có -   - thế là chuyển sang ăn kem xôi . kem xôi khá ngon . quán ổn . Nhân viên nhiệt tình , đẹp trai . Chúc cho quán năm mới phát tài , làm ăn thịnh vượng nhé . có dịp sẽ ghé lại quán . Thưởng thức những món chưa dk ăn : )
",Món kem xôi ở đây ăn thấy thế nào?,khá ngon,foody
foody_2836,"Nhậu một vài lần ở quán này , mồi dở , giá nhìn bình dân nhưng thật ra đắt , bởi số lượng ít ...
Món mực cơm chiên mắm , 70k , mực tạp nham ko phải mực cơm , mặn
Cơm chiên trứng , lạt , nhắm đc một quả trứng , 50k ...
Gọi thử món càng ghẹ rang muối , 80k nghĩ là rẻ , đem ra , 10 cái càng bé xíu !
Hết muốn gọi , tính tiền đi về ... Quá tệ !
",Giá của một phần mực cơm chiên mắm khoảng bao nhiêu?,70k,foody
foody_2237,"Quán khá dễ thương , không gian cũng ổn . mình thích tầng 1 chỗ ngồi đối diện với hồ nước nhìn ra đường và tầng 2 thì chỗ nào ngồi cũng lý tưởng .
Lần đầu đi buổi trưa thì khá yên tĩnh , mỗi tội nóng quá k chịu nổi do quán tắt điều hòa và dùng toàn bộ quạt .
Lần 2 đi buổi tối thì khá mát mẻ , mỗi tội ngồi bàn trệt gần mấy bạn teen đánh bài ồn quá . Dời ra ngồi bàn cao sát cửa sổ nhìn đường phố cũng hay .
Nước uống ngon nhưng lớp kem không bằng bên Urban Coffee lắm
",Chất lượng đồ uống của quán ra sao so với các quán khác?,Nước uống ngon nhưng lớp kem không bằng bên Urban Coffee lắm,foody
foody_2009,"Vừa đã tiệc sinh nhật ở đây , món ăn ngon OK . 30 đứa mà nhậu đến 7ket Tiger , choáng vãi ! !
Món ăn ở đây ngon , không gian không rộng nhưng ấm cúng , nhân viên thân thiện , nhiệt tình . Karaoke free . Nhưng đề nghị nên nâng cấp lên cho âm thanh hay hơn , tính tiền cũng không sao ! ! !
Cám ơn Anh Long , Quản lý và các em phục vụ đã tổ chức sinh nhật vui !
",Bạn góp ý gì về karaoke của quán?,"nên nâng cấp lên cho âm thanh hay hơn , tính tiền cũng không sao",foody
foody_567,"Theo mình ngon thì cũng có ngon và công nhận là bánh mì được hơ giòn và quét nhiều bơ nhưng lagu ở đây cho bột ngọt quá nhiều . Mình đi mua sớm cho ông nên là thấy họ đổ hẳn gói bột ngọt to luôn . Nhìn xong không dám mua nữa đi về . Đường vào là hẻm nhỏ nhưng trong nhà có chỗ để xe . Chỗ ăn thì hơi chật và bán rất chảnh luôn . Lại đắt nữa . Từ nhỏ hay ăn ở đây nhưng từ khi thấy kiểu nêm bằng bột ngọt kia thì thôi rồi . Không dám ăn luôn .
",Vì sao khách hàng không dám mua đồ ăn của quán nữa?,đổ hẳn gói bột ngọt to,foody
foody_2162,"Đồ uống được nhưng không đặc sắc lắm . Mình đến đây mấy lần đều gọi trà táo bạc hà thấy ukieee , còn 1 lần gọi trà thái đỏ thì . hơi ngọt so với khẩu vị của mình . Mình cũng chưa uống trà sữa thái chỗ khác nên cũng k so sánh đc .
Không gian có 3 tầng , k nhầm thì tầng 3 là ngồi bệt còn tầng 1 và 2 là ngồi bàn . Quán decor đẹp , ấm cúng .
Mình chưa ăn thử bánh ở đây , lần tới sẽ gọi thử ^ ^
",Đến quán nàyKhách thường uống gì?,trà táo bạc hà,foody
foody_2057,"Mình ở gần chợ xuân khánh và Min ở Mậu thân xem ra cũng gần chỗ của mình , nhưng mà chỗ này mỗi lần ship đồ ăn gì là lâu ơi là lâu , lúc này cũng từ 30p trở lên mới có ăn hết à , mà ship đồ ăn kiểu này thì tự chạy đi mua cho rồi . Nhất là những lúc đói mà như vậy dễ bực mình lắm . Chất lượng thì đồ ăn đem đến còn nóng hổi luôn , vị ăn được à , nhưng mà ngán quá sá , vì ngọt , mì thì ít , cơm thì vị không đặc sắc , ít cơm nên ăn cũng không no luôn .
",Dịch vụ giao đồ ăn của quán này có nhược điểm gì?,"ship đồ ăn gì là lâu ơi là lâu , lúc này cũng từ 30p trở lên mới có",foody
foody_2678,"Quán này ngay tầng trệt của Pico Plaza đứng ở ngoài bãi gửi xe nhìn vào là thấy . Menu có nhiều món về bò , cá , mỳ Ý ... được làm nóng trên dĩa gang . Không gian mát mẻ , rộng rãi . Giá cả vừa phải . Nhưng về phần chất lượng của món ăn thì mình không khỏi thất vọng . Cơm khá cứng , khô , nếu ăn món trộn trộn lên thì ổn nhưng mà ăn kèm cơm chén ở ngoài thì khá khó ăn , nhanh bị cứng . Thịt thì hình như thịt nội , ăn giống sườn cơm tấm . Nói chung là khá thất vọng với Hotto .

",Quán có địa chỉ nằm ở đâu?,tầng trệt của Pico Plaza,foody
foody_1783,"- Rất thích hợp cho những ai thích uống béo , macchiato rất béo nên ai kg hảo ngọt nên gọi 50-70 đường vì lớp cream đã ngọt lắm rùi . Về trà cũng rất ngon nha 😍 hơn Gong Cha luôn .
- Chất lượng và dịch vụ rất rấtoke riêng vị trí và không gian mình chỉ vote 1sao thôi 😭
- Mình hy vọng KOi có thêm chi nhánh ở q 1 hoặc ở phan xích long để tiện cho mọi người , mình là người cực thích uống tsua nhưg từ q 1 qua q 7 khá xa đó KOI ơi 😭 chỗ ngồi lại bé thường mua mang đi , chủ nhật mình đã đi từ q 1 qa vivo chỉ để thử KOI ntn và chết mê KOI hơn cả Gong Cha : "" > nên nếu có thêm CN ở trung tâm sẽ hút thêm đc nhìu fans tsua như mình hơn í .
",Đồ ăn ở đây hơp cho người có khẩu vị thế nào?,"những ai thích uống béo , macchiato rất béo",foody
foody_2924,"Quán ở vị trí dễ tìm , trang trí dễ thương . Mình gọi ly Rasberry Smoothies , uống thấy ngon hơn ở nhiều quán khác . Vị k quá chua , có thạch cà phê ở dưới , kem ở trên là kem mặn mặn . Có điều bàn hơi thấp so với ghế nên là mình ngồi làm việc sẽ k tiện , chỉ có bàn gần cửa mới vừa tầm ngồi thôi . Quán khá vắng nên không gian yên tĩnh , nhạc cũng tàm tạm được .
","So với các quán khác, chất lượng của món Rasberry Smoothies ở đây như thế nào?",ngon hơn,foody
foody_540,"Mình thấy thịt bò ở đây rất mềm đúng thịt bò ngoại , nước sốt thơm và ngon cực , bánh mỳ nóng giòn đặc ruột đúng kiểu bánh mỳ Âu , ăn 1 phần là muốn lăn luôn , tráng miệng với panna cotta hoa quả cũng rất tuyệt . Ưng nhất là mặt tiền của quán khá rộng , vỉa hè để xe thoải mái . Không gian trong quán ấm cúng kiểu Pháp , xinh xắn , sạch sẽ . Mình đưa cả gia đình đi ăn mà ai cũng khen , mấy bạn nhân viên phục vụ thì nhiệt tình chu đáo . Đặc biệt giá cả bình dân , ai cũng no căng , cả ăn lẫn uống mà khi thanh toán hết tất cả có 430k : ) .
Nói chung ko có điểm nào để trừ . Chắc chắc sẽ còn quay lại nhiều lần !
",Điều khách hàng cảm thấy ưng ý nhất của quán là gì?,"mặt tiền của quán khá rộng , vỉa hè để xe thoải mái",foody
foody_699,"Qua tài xế taxi mình có được giới thiệu về quán trong lần đi chơi Huế vừa rồi . Vào quán thấy khá vắng , không đông như các quán cơm . Menu không đề giá , hỏi giá thì nói tùy loại , ấp ớ ... Cơm cũng bình thường . Lúc sau có biết là thế hệ trước của quán nấu mới ngon , còn giờ thì cũng thường thôi . Ăn xong tính tiền thì cũng 500 mấy . Số tiền cũng không lớn nhưng mình ấm ức vì cứ như bị lừa vậy đó .
",Khách hàng biết đến quán từ đâu?,Qua tài xế taxi,foody
foody_2073,"Mỗi lần thèm đồ ăn hàn mình với bạn mình thường ghé quán này . Lúc trước mình ăn bêb chi nhánh 3/2 cơ , nhưng hôm nay muốn ghé thử chi nhánh mới bên đây . Bên đây dc cái rộng hơn so với bên 3/2 nhiều . Đồ ăn ở đây cực kì ngon và hợp với giá tiền sv tụi mình . Đặc biệt cơm trộn ( bạn mình cũng rất thích mỗi lần lại là kêu 2 phần lận ăn cho đã thèm ) + trứng cuộn . Theo mình thì bánh gạo với mì tương đen cũng ok , trừ lẩu mình ko thjch mấy có cảm giác y như ăn hạt nêm vậy 😂 😂 😂 . Nhâb vjen cũng rất nhiệt tình . Có thể ghé dài dài
",Không gian ở đây thế nào so với chi nhánh 3/2?,rộng hơn so với bên 3/2 nhiều,foody
foody_2799,"Lần đầu tiên thử Daikon là order về nhà ăn . Mình gọi sushi cá hồi và sushi cuộn lươn nướng . Cuộn sushi cá hồi bé xíu , ăn bình thường nếu không muốn nói là nhạt vị . Sushi lươn cũng tạm , nhân thì ít so với cơm . Mù tạt gói kèm ăn hơi chát và chẳng có vị mù tạt , nước tương thì mặn kinh khủng , mặn như chưa bao giờ được mặn !
Tính ra giá rất rất đắt so với chất lượng . Có thể Daikon có bento hay món nào khác ngon mình chưa thử , nhưng ấn tượng đầu tiên của mình về quán là rất tệ . Tuyệt đối sẽ không có lần thứ 2 !
",Giả cả của quán như thế nào so với chất lượng món ăn ở quán?,rất rất đắt,foody
foody_2177,"- Theo mình thì vị sushi ở đây khác với nhiều quán Sushi khác , vừa ăn hơn theo mình thì ngon hơn những quán khác kể cả quán nổi tiếng ở TPHCM .
- Sashi cá Hồi tươi ngon , thịt cắt dầy vừa ăn . Cá trích ép trứng giòn và thơm .
- Ngoài Sushi và Sashimi thì những món nóng ở đây cũng rất ngon . Mình thấy món nào cũng hợp khẩu vị . Cơm trộn thịt bò thì khỏi chê nha ! ! ! Giá cả hợp lý .
- Thêm điểm cộng là chú giử xe và nhân viên phục vụ rất thân thiện .
",Khách so sánh thế nào về độ ngon của sushi quán này so với quán khác?,ngon hơn những quán khác kể cả quán nổi tiếng ở TPHCM,foody
foody_1377,"Hình như quán mới up giá mới , giá khá mắc
Ly trà đào mình uống là 38k ( bằng TCH ) dĩ nhiên không ngon bằng ...
Lần trước mình uống đá me 20k mà giờ đã là 25k
Hiện đang có ct khuyến mãi bánh gì đó thì phải
Mở nhạc hơi ồn , chắc có lẽ vì nghĩ teen thích nhạc loại này
Mình đi buổi sáng nên chỉ lên được lầu 2 ( tầng nằm ) nên mấy bé hơi ồn ào chạy giỡn lung tung
",Khách hàng cho biết quán vừa thay đổi điều gì?,"mới up giá mới , giá khá mắc",foody
foody_1521,"Từ hồi quán có sushi lại có chương trình khuyến mãi là gần như ngày nào mình cũng tới ăn . Thực sự là rất thích luônnnn .
Sushi thơm ngon uống cùng trà trái cây rất đã . Ưng nhất là trà xoài ! Sushi thì lần nào tới cũng cố lấy set có miếng sushi phô mai hoặc nhân xá xíu , nghiện luôn , thơm và ngon lắm ^ ^
Trà sữa thì khỏi nói , mình vẫn uống suốt nhưng tại mải chụp mấy hộp sushi nên quên ko chụp lại trà sữa thui . Trân châu của quán dạo này cũng rất ngon , dẻo hơn hẳn , nhai thích lắm : "" )
Mỗi lần tới là mình đều chụp lại set sushi nên giờ post ảnh review 1 thể .
",Quán có điều gì khiến khách hàng thích thú?,có chương trình khuyến mãi,foody
foody_250,"Đồ ăn ngon , uống bia thật đã . Đặc biệt bia kem uống lạ , em quản lý giới thiệu nên dùng thử , đúng là kem giữ cho bia lạnh lâu . Giá cả đi theo nhóm 3-4 người thì chi phí cũng khá là ok . Lại được free soup kim chi dùng thử nữa . Chắc chắn sẽ quay lại vì bé quản lý và nhân viên rất nhiệt tình chu đáo .
",Đánh giá của khách hàng về các món ăn là gì?,Đồ ăn ngon,foody
foody_391,"Sau ngày 15 tháng Năm vừa qua thì MiniStop đã trở lại với diện mạo mới và đẹp , sạch , vệ sinh hơn rất nhiều , tuy vẫn có nhiều cái không thay đổi được là "" trẻ trâu "" ồn ào mất lịch sự , đôi khi mình ra ngồi tranh thủ luyện tập ôn lại vài ngón đàn guitar cũng không xong ... Nói chung vẫn yêu MiniStop nhiều nhất , nhân viên rất lịch sự , dễ thương và nhanh nhẹn . Thức uống - đồ ăn có nhiều thay đổi , đa dạng hơn , thỉnh thoảng có chương trình khuyến mãi bốc thăm rất thú vị : ) )
",Diện mạo mới của quán ra sao?,"đẹp , sạch , vệ sinh hơn",foody
foody_1913,"Quán có nhiều món đặc trưng huế như cơm mỳ bún hến , bánh nậm bánh lọc , bún bò huế . Các món hến thì ok , bún bò không đậm đà lắm , bánh lọc khá nhiều bột nên ăn có cảm giác ngấy . Khó chịu nhất ở quán này là nhìn mặt tính tiền , trong quán không có bảng giá nhất định , ngày thường đi xe máy là 10k 1 tô cơm / mì/bún hến , lúc đi ô tô thì lên 12,15 k , khi hỏi lại thì nhân viên làm lơ , cũng tương tự vậy đối với các khách ở tỉnh khác , mình thấy như vậy rất mất uy tín .
",Các đặc sản Huế được bán ở quán này gồm những gì?," cơm mỳ bún hến , bánh nậm bánh lọc , bún bò huế ",foody
