idx,question,answer,context
medicine_813,"Theo Y học cổ truyền, Bạch giới tử có tính vị gì?","Theo Y học cổ truyền, Bạch giới tử có tính ôn, vị cay, không độc.","Tính ôn, vị cay, không độc (theo Bản Thảo Phẩm Hội Tinh Yếu). Quy vào kinh Can, Phế, Tỳ, Tâm bào (theo Bản thảo Tân Biên). Công dụng: thông đờm, lợi khí, giảm ho, giảm đau, giảm đau lạnh bụng, kích thích tiêu hóa, tiêu nhọt độc, trừ gió lạnh… Chủ trị: - Người bị ho suyễn, đờm lạnh ngưng kết ở vùng ngực ức.
- Nhọt bọc thũng độc mới mọc có thể trộn với giấm hoặc tán ra trộn với giấm đắp ngoài. Tuy nhiên dễ gây đỏ da, phồng rộp."
medicine_1890,Nước Cáp giới có công dụng gì?,"Uống nước từ Cáp giới giúp làm tăng kích thước tinh hoàn ở chuột đực và tạo ra một số phản ứng kiểu nội tiết tố ở chuột đực. Đồng thời tăng cường khả năng miễn dịch, bảo vệ chuột ở môi trường thiếu oxy, nóng quá hoặc lạnh quá. Có tác dụng kháng viêm và hạ đường huyết.","Dịch nước từ Cáp giới có thể làm tăng kích thước tinh hoàn ở chuột đực và tạo nên một số phản ứng như kích thích nội tiết tố ở chuột đực. Có tác dụng tăng cường khả năng miễn dịch, bảo vệ chuột ở môi trường thiếu oxy, quá nóng hoặc quá lạnh. Tác dụng kháng viêm và hạ đường huyết."
medicine_10790,Khi uống lá thúi địch để điều trị giun kim và giun đũa cần lưu ý gì về thời gian?,Lá thúi địch nên được uống vào lúc đói trong vòng 3 buổi sáng liên tiếp để đạt hiệu quả điều trị tối đa.,"Lá thúi địch giã nhỏ, cho ít muối ăn sống hoặc vắt lấy nước uống, uống liền 3 buổi sáng vào lúc đói."
medicine_3226,Sử dụng Cỏ bạc đầu ở dạng tươi có nguy cơ gì?,"Sử dụng Cỏ bạc đầu ở dạng tươi có thể gây kích ứng miệng, đường tiêu hóa, cổ họng, đường tiết niệu hoặc gây dị ứng da.","- Dị ứng với bất kỳ thành phần nào của dược liệu.
- Phụ nữ mang thai và cho con bú nên hạn chế dùng.
- Nếu dùng ở dạng tươi có thể gây kích ứng miệng, đường tiêu hóa, cổ họng, đường tiết niệu hoặc gây dị ứng da, cần thận trọng.
- Các đối tượng dị ứng hoặc quá mẫn cảm với cỏ bạc đầu không nên sử dụng. Cỏ bạc đầu là một vị thuốc cổ truyền được sử dụng từ rất lâu trong dân gian. Nhờ có nhiều tác dụng quý mà dược liệu này được dùng nhiều trong các bài thuốc chữa bệnh cũng như cuộc sống hằng ngày. Tuy nhiên, để có thể phát huy hết công dụng của vị thuốc đối với sức khỏe, bạn nên tham khảo ý kiến bác sĩ để kiểm soát rủi ro và những tác dụng không mong muốn."
medicine_2315,Đặc điểm dược liệu của rễ cây lá gai là gì?,"Dược liệu rễ cây lá gai có dạng hình trụ thường cong queo dài 5 – 10cm, đường kính 0,5 – 1,5cm. Mặt ngoài nâu sẫm, có những nếp nhăn dọc và sẹo của rễ con. Dễ bẻ, vết bẻ màu vàng có xơ, không mùi, vị nhạt.","Rễ (Trữ ma căn) và lá của cây gai được sử dụng để làm thuốc. Trong khi đó, lá còn được sử dụng để làm bánh (bánh gai, bánh ít). Sau khi thu hái về, người ta sẽ mang đi rửa sạch, sau đó mang đi phơi hoặc sấy khô. Nếu dùng làm bánh thì chỉ cần rửa sạch rồi mang đi phơi cho ráo nước rồi sử dụng. Còn phần rễ thu hái về rửa sạch và cắt bỏ rễ con. Rồi mang đi cắt lát mỏng hoặc để nguyên rồi phơi hoặc sấy khô và bảo quản sử dụng. Dược liệu: Rễ hình trụ thường cong queo dài 5 – 10cm, đường kính 0,5 – 1,5cm. Mặt ngoài nâu sẫm, có những nếp nhăn dọc và sẹo của rễ con. Dễ bẻ, vết bẻ màu vàng có xơ, không mùi, vị nhạt."
medicine_84,Bộ phận nào của cây Atiso đỏ được lấy để sử dụng làm dược liệu?,"Lá, đài hoa và hạt cây Atiso đỏ được sử dụng để làm dược liệu.","Lá, đài hoa và hạt cây Atiso đỏ được sử dụng để làm dược liệu. >> Tìm hiểu thêm về công dụng của loại Atiso thông thường: Atiso: Thần dược mát gan."
medicine_6608,Lá dứa có những công dụng gì trong ẩm thực?,"Thêm vào cơm, bánh gạo để tạo hương thơm, nhuộm hồ tạo màu xanh Chlorophylle.","Bộ phận thường được sử dụng là: Lá tươi hay khô. Lá có thể dùng làm nguyên liệu trong ẩm thực như cho vào cơm, bánh gạo cho thơm Hoặc dùng nhuộm hồ cho có màu xanh Chlorophylle. Phối hợp với một số vị thuốc khác, nấu nước xông giúp cho các phụ nữ mới sinh nhằm tăng cường sức khỏe."
medicine_4108,Dương xỉ có nguồn gốc từ đâu và chúng thường sống ở đâu?,Dương xỉ (Polypodium leucotomos) có nguồn gốc từ vùng nhiệt đới và cận nhiệt đới của Châu Mỹ. Chúng thường sống trong các tán của rừng mưa nhiệt đới hoặc dưới những cây cọ lùn của rừng cận nhiệt đới.,"Dương xỉ (Polypodium leucotomos) có nguồn gốc từ vùng nhiệt đới và cận nhiệt đới của Châu Mỹ. Chúng thường sống trong các tán của rừng mưa nhiệt đới hoặc dưới những cây cọ lùn của rừng cận nhiệt đới. Cây thích nghi tốt trong điều kiện nuôi trồng bình thường và là loại cây cảnh cũng như dược liệu. Một số giống trồng trong vườn với màu lá khác nhau từ xanh xám, xanh bạc đến xanh lam. Mép lá nhăn hoặc gợn sóng."
medicine_8969,Qua lâu nhân được chiết xuất từ bộ phận nào của cây Qua lâu?,Qua lâu nhân được chiết xuất từ hạt của cây Qua lâu.,"Qua lâu nhân còn gọi là hạt thảo ca, quát lâu nhân. Tên khoa học là Semen Trichosanthis. Thuộc họ Bí Cucurbitaceae. Đây là hạt phơi hay sấy khô của nhiều loài Trichosanthes như Trichosanthes kirilowii Maxim., Trichosanthes multiloba Miq. v.v… Loại trái giống như quả bầu được tìm thấy ở Trung Quốc và các khu vực khác của châu Á. Tất cả các bộ phận của cây Qua lâu đều được sử dụng làm thuốc. - Quả – Fructus Trichosanthis, thường gọi là Qua lâu.
- Vỏ quả – Pericarpium Trichosanthis, thường gọi là Qua lâu bì.
- Hạt – Semen Trichosanthis, thường gọi là Qua lâu nhân.
- Rễ củ – Radix Trichosanthis, thường gọi là Thiên hoa phấn. Tuy nhiên, các phần khác nhau của cây được sử dụng để điều trị các bệnh khác nhau."
medicine_2683,"Theo nghiên cứu của trường đại học Chitagong, Bangladesh, dịch chiết cồn cây thuốc dòi nồng độ 1mg/ml có hoạt tính kháng khuẩn trên những loại vi khuẩn nào?","Dịch chiết cồn cây thuốc dòi nồng độ 1mg/ml có hoạt tính kháng khuẩn trên cả vi khuẩn gram (-) và (+) như: Bacillus subtilis, Bacillus megaterium, Staphylococcus aureus, Pseudomonas aeruginosa, E.coli, Shigella và Salmonella typhi dysentariae.","Theo nghiên cứu của trường đại học Chitagong, Bangladesh, dịch chiết cồn cây này nồng độ 1mg/ml có hoạt tính kháng khuẩn trên cả vi khuẩn gram (-) và (+) như: Bacillus subtilis, Bacillus megaterium, Staphylococcus aureus, Pseudomonas aeruginosa, E.coli, Shigella và Salmonella typhi dysentariae. Đặc biệt hoạt tính kháng khuẩn tốt với E.coli và Staphylococcus aureus. Aspergillus niger là dòng nấm nhạy cảm nhất với dịch chiết này."
medicine_1256,Bổ cốt chỉ có tác dụng gì đối với mạch vành?,"Bổ cốt chỉ có tác dụng giãn động mạch vành một cách rõ rệt, đối kháng với kích tố làm co động mạch vành diễn ra ngay tại thùy sau của tuyến yên.","- Giãn động mạch vành một cách rõ rệt. Đối kháng với kích tố làm co động mạch vành diễn ra ngay tại thùy sau của tuyến yên. Tăng sức co bóp cơ tim mạnh hơn. Đồng thời thúc đẩy quá trình tăng lưu lượng máu của động mạch vành.
- Kích thích sự sinh trưởng của những tế bào bạch cầu hạt.
- Kháng khuẩn In Vitro, ức chế các hoạt động của tụ cầu vàng, trực khuẩn lao và tụ cầu trắng.
- Dịch chiết xuất từ vị thuốc có tác dụng hưng phấn cơ trơn, mềm giãn tử cung (thí nghiệm với chuột).
- Điều tiết huyết dịch và thần kinh, đồng thời kích thích tủy xương tạo máu, thúc đẩy quá trình tăng cường hệ miễn dịch và chức năng các hormone. Từ đó chống lão suy.
- Lượng tinh dầu của dược liệu có tác dụng phòng chống bệnh ung thư, ức chế tế bào Hela và Sarcoma-180.
- Tăng cường sắc tố da do cải thiện dinh dưỡng, bổ mạch, tổ chức cục bộ."
medicine_1466,Chu sa thường được phối hợp với những vị thuốc nào?,"Thạch xương bồ, Băng phiến, Thiềm tô, Xạ hương,...","Trấn tâm, an thần, dùng khi tinh thần bất an, tâm thần bất thường, biểu hiện tim đập loạn, hồi hộp, mất ngủ, động kinh, điên giản. Có thể dùng riêng hoặc phối hợp Thạch xương bồ, Băng phiến, Thiềm tô, Xạ hương,… Khi uống có thể lấy dịch thuốc sắc của các vị thuốc khác rồi hòa với bột chu sa, quấy đều. Giải độc: dùng khi tâm hỏa, miệng lưỡi lở, phồng dộp, dùng ngoài trị mụn nhọt, phù thũng. >> Tham khảo thêm: Cây xấu hổ: Loài cây quen thuộc giúp an thần"
medicine_7592,Mật kỳ đà chứa thành phần gì?,"Mật kỳ đà chứa thành phần tương tự muối mật: acid mật, muối mật có cấu trúc steroid…","Theo nhiều nghiên cứu, kỳ đà là loại vật chứa nhiều chất bổ dưỡng đa dạng và phong phú: - Thịt: Lipid, protein, nhiều vitamin và khoáng chất…
- Mật kỳ đà: Có thành phần tương tự như muối mật: acid mật, muối mật có cấu trúc steroid…"
medicine_6654,Ở miền nào cây Lá Khôi phân bố phổ biến?,Cây Lá Khôi phân bố phổ biến ở miền thượng du của Việt Nam.,"Cây mọc hoang nhiều tại rừng rậm miền thượng du các tỉnh: Lào Cai, Lạng Sơn, Quảng Ninh, Vĩnh Phúc, Ninh Bình, Thanh Hóa, Nghệ An, Quảng Trị, Thừa Thiên Huế, Quảng Nam, Đà Nẵng…"
medicine_4569,Mô tả những đặc điểm nổi bật của hoa cây Gai cua?,"Hoa mọc riêng lẻ ở đầu cành, màu vàng, nhị nhiều, chỉ nhị rất ngắn, bầu thường 1 ô do nhiều lá noãn hợp thành, đầu nhụy màu đỏ.","Là cây thảo, cao 0,3 – 0,5m. Thân tròn, màu lục xám, có nhiều gai. Lá mọc so le, xẻ thùy sâu, gốc bẹ ôm thân, đầu nhọn, mép khía răng dạng gai không đều, gân màu trắng. Hoa mọc riêng lẻ ở đầu cành, màu vàng, nhị nhiều, chỉ nhị rất ngắn, bầu thường 1 ô do nhiều lá noãn hợp thành, đầu nhụy màu đỏ. Quả nang có gai dài, hạt tròn, dẹt, màu đen. Mùa hoa quả: tháng 3 – 5"
medicine_1238,"Theo tài liệu nước ngoài, nhựa cây bồng bồng được phối hợp với nhựa xương rồng ngọc lân làm gì?",Tẩy mạnh và kích thích tại chỗ.,"Theo tài liệu nước ngoài, nhựa cây được dùng trong y học dân gian phối hợp với nhựa xương rồng ngọc lân làm thuốc tẩy mạnh. Nó cũng được dùng làm chất kích thích tại chỗ. Cồn thuốc từ lá Bồng bông dùng điều trị bệnh sốt cơn. Thân vỏ rễ và hoa cũng được dùng để chữa bệnh. Hoa tán bột uống với liều nhỏ, chữa cảm lạnh, ho, hen, khó tiêu. Vỏ rễ tán bột có tác dụng chữa kiết lỵ. Ngoài ra, dược liệu này còn được dùng cả cây để chữa giang mai, kiết lỵ, tiêu chảy, thấp khớp, các bệnh về da và trị giun."
medicine_12951,Các thành phần hóa học chính của xích thược là gì?,"Các thành phần hóa học chính của xích thược bao gồm tinh bột, tannin, nhựa, chất nhầy, chất đường, sắc tố và acid benzoic.","Theo GS.TS. Đỗ Tất Lợi, xích thược bao gồm thành phần tinh bột, tannin, nhựa, chất nhầy, chất đường, sắc tố và acid benzoic. Trong đó tỉ lệ acid benzoic thấp hơn ở bạch thược.1 Rễ xích thược chứa thành phần chủ yếu là paeoniflorin, với tỷ lệ không dưới 2% (theo Dược điển Trung Quốc 1997).2 Hợp chất paeoniflorin, ethyl palmitate, ethyl linoleate (Lu và cộng sự, 2012).4"
medicine_708,Bạch biển đậu thuộc nhóm cây gì?,Bạch biển đậu là cây dây leo.,"Bạch biển đậu là cây dây leo, cây có thể sống từ 1 – 3 năm, dây trưởng thành dài tới 4 – 5m. Thân cây có góc, hình trụ, màu xanh, nhỏ, bề mặt hơi có rãnh, có lông thưa, dài và mềm. Lá kép mọc thành chùm, mỗi lá kép có 3 lá chét hình trứng. Lá chét phiến hình xoan, phía dưới hơi bè ra hình trám, lá mọc so le. Mặt trên lá không có lông, mặt dưới lá phủ lông ngắn. Hoa trắng hay tím nhạt, mọc thành chùm ở ngọn cành hay kẽ lá, hoa hình bướm. Quả đậu màu lục nhạt, khi chín có màu vàng nhạt, đầu quả có mỏ nhọn. Quả dài 7 – 9cm, rộng 1,5 – 2,5cm hơi cong về một phía giống hình lưỡi liềm, trên đầu có mỏ nhọn cong lên phía lưng quả, hai mép sần sùi. Quả chứa 2 – 4 hạt, hình trứng, tròn, dẹt, dài 8 – 15mm, rộng 6 – 8mm, dày 2 – 4mm. Hạt màu trắng ngà, rốn hạt hình trái xoan màu trắng, ngay sát lỗ rốn là noãn màu nâu sẫm. Từ rốn có mồng nổi lên màu trắng lồi về một bên mép của hạt kéo dài đến 1/3 chu vi hạt thành hình lưỡi liềm. Trên mồng trắng có 2 đường rãnh chia mồng thành 3 phần. Cây ra hoa vào tháng 4 – 5, mọc quả vào tháng 9 – 10."
